Blink Tracking Session: phase1_cycle1_1761456759345
Start Time: 2025-10-26T01:32:39.349335
EAR Threshold: 0.21
==================================================
Timestamp, Blink Number, Relative Time (s), EAR
2025-10-26T01:34:21.861274, 56, 102.51, 0.252
2025-10-26T01:34:23.189319, 57, 103.84, 0.216
2025-10-26T01:34:23.861380, 58, 104.51, 0.252
2025-10-26T01:34:24.791790, 59, 105.44, 0.251
2025-10-26T01:34:28.305797, 60, 108.96, 0.224
2025-10-26T01:34:28.792502, 61, 109.44, 0.241
2025-10-26T01:34:30.259583, 62, 110.91, 0.252
2025-10-26T01:34:30.788220, 63, 111.44, 0.229
2025-10-26T01:34:31.060433, 64, 111.71, 0.705
2025-10-26T01:34:32.289534, 65, 112.94, 0.259
2025-10-26T01:34:38.116185, 66, 118.77, 0.260
2025-10-26T01:34:40.032255, 67, 120.68, 0.217
2025-10-26T01:34:40.644601, 68, 121.3, 0.216
2025-10-26T01:34:41.847937, 69, 122.5, 0.264
2025-10-26T01:34:44.244444, 70, 124.9, 0.260
2025-10-26T01:34:45.443560, 71, 126.1, 0.257
2025-10-26T01:34:51.985745, 72, 132.64, 0.238
2025-10-26T01:34:52.776613, 73, 133.43, 0.279
2025-10-26T01:34:53.444025, 74, 134.1, 0.248
2025-10-26T01:34:54.643797, 75, 135.3, 0.244
2025-10-26T01:34:55.076959, 76, 135.73, 0.296
2025-10-26T01:34:55.699898, 77, 136.35, 0.366
2025-10-26T01:34:55.833625, 78, 136.49, 0.227
2025-10-26T01:34:56.901778, 79, 137.55, 0.213
2025-10-26T01:34:57.843640, 80, 138.5, 0.214
2025-10-26T01:34:58.274363, 81, 138.93, 0.264
2025-10-26T01:35:00.676269, 82, 141.33, 0.221
2025-10-26T01:35:01.474015, 83, 142.13, 0.212
2025-10-26T01:35:02.190273, 84, 142.84, 0.215
2025-10-26T01:35:04.375416, 85, 145.03, 0.237
2025-10-26T01:35:05.571388, 86, 146.22, 0.268
2025-10-26T01:35:06.811183, 87, 147.46, 0.376
2025-10-26T01:35:07.699814, 88, 148.35, 0.210
2025-10-26T01:35:08.014752, 89, 148.67, 0.438
2025-10-26T01:35:09.913574, 90, 150.57, 0.220
2025-10-26T01:35:12.586795, 91, 153.24, 0.212
2025-10-26T01:35:24.933886, 92, 165.59, 0.211
2025-10-26T01:35:25.961538, 93, 166.61, 0.214
2025-10-26T01:35:29.829737, 94, 170.48, 0.271
2025-10-26T01:35:32.760908, 95, 173.41, 0.214
==================================================
End Time: 2025-10-26T01:35:34.091306
Total Blinks: 95
Average EAR: 0.276
