Eye Tracking Session: phase1_cycle1_1761461671989
Start Time: 2025-10-26T02:54:31.989489
Screen Size: 1920x1080
================================================================================
Timestamp,Type,X,Y,RelativeTime(ms),EventNumber
2025-10-26T02:54:32.623744,GAZE,1050,417,634,10
2025-10-26T02:54:32.940863,GAZE,1008,382,951,20
2025-10-26T02:54:33.276307,GAZE,1020,443,1286,30
2025-10-26T02:54:33.613865,GAZE,1022,413,1624,40
2025-10-26T02:54:33.947487,GAZE,1060,414,1957,50
2025-10-26T02:54:34.284784,GAZE,1053,423,2295,60
2025-10-26T02:54:34.618621,GAZE,1058,437,2629,70
2025-10-26T02:54:34.956338,GAZE,1088,441,2966,80
2025-10-26T02:54:35.292002,GAZE,1085,364,3302,90
2025-10-26T02:54:35.627564,GAZE,1051,413,3638,100
2025-10-26T02:54:35.949475,GAZE,1018,408,3959,110
2025-10-26T02:54:36.281451,GAZE,1001,432,4291,120
2025-10-26T02:54:36.624002,GAZE,891,444,4634,130
2025-10-26T02:54:36.958760,GAZE,965,454,4969,140
2025-10-26T02:54:37.292400,GAZE,1043,445,5302,150
2025-10-26T02:54:37.631541,GAZE,1108,251,5642,160
2025-10-26T02:54:37.965393,GAZE,1229,0,5975,170
2025-10-26T02:54:38.293414,GAZE,1237,0,6303,180
2025-10-26T02:54:38.616917,GAZE,1226,72,6627,190
2025-10-26T02:54:38.957045,GAZE,1262,61,6967,200
2025-10-26T02:54:39.296356,GAZE,1253,9,7306,210
2025-10-26T02:54:39.627773,GAZE,1224,11,7638,220
2025-10-26T02:54:39.964030,GAZE,1243,24,7974,230
2025-10-26T02:54:40.272646,GAZE,1211,21,8283,240
2025-10-26T02:54:40.611696,GAZE,1224,69,8622,250
2025-10-26T02:54:40.946591,GAZE,1205,71,8957,260
2025-10-26T02:54:41.290363,GAZE,1182,44,9300,270
2025-10-26T02:54:41.627614,GAZE,1206,48,9638,280
2025-10-26T02:54:41.961997,GAZE,1253,42,9972,290
2025-10-26T02:54:42.263087,GAZE,1271,38,10273,300
2025-10-26T02:54:42.621039,GAZE,948,380,10631,310
2025-10-26T02:54:42.929687,GAZE,820,454,10940,320
2025-10-26T02:54:43.273028,GAZE,781,425,11283,330
2025-10-26T02:54:43.614449,GAZE,815,399,11624,340
2025-10-26T02:54:43.950187,GAZE,792,357,11960,350
2025-10-26T02:54:44.260835,GAZE,756,323,12271,360
2025-10-26T02:54:44.597946,GAZE,798,297,12608,370
2025-10-26T02:54:44.940741,GAZE,874,299,12951,380
2025-10-26T02:54:45.280483,GAZE,839,312,13290,390
2025-10-26T02:54:45.603736,GAZE,829,287,13614,400
2025-10-26T02:54:45.943122,GAZE,776,324,13953,410
2025-10-26T02:54:46.282243,GAZE,794,275,14292,420
2025-10-26T02:54:46.626549,GAZE,839,0,14637,430
2025-10-26T02:54:46.952983,GAZE,934,50,14963,440
2025-10-26T02:54:47.279167,GAZE,880,219,15289,450
2025-10-26T02:54:47.330432,BLINK,-1,-1,15340,1
2025-10-26T02:54:47.357852,BLINK,-1,-1,15368,2
2025-10-26T02:54:47.388784,BLINK,-1,-1,15399,3
2025-10-26T02:54:47.419401,BLINK,-1,-1,15429,4
2025-10-26T02:54:47.453352,BLINK,-1,-1,15463,5
2025-10-26T02:54:47.480178,BLINK,-1,-1,15490,6
2025-10-26T02:54:47.515288,BLINK,-1,-1,15525,7
2025-10-26T02:54:47.544041,BLINK,-1,-1,15554,8
2025-10-26T02:54:47.579228,BLINK,-1,-1,15589,9
2025-10-26T02:54:47.606924,BLINK,-1,-1,15617,10
2025-10-26T02:54:47.660539,BLINK,-1,-1,15671,11
2025-10-26T02:54:47.683817,BLINK,-1,-1,15694,12
2025-10-26T02:54:47.725260,BLINK,-1,-1,15735,13
2025-10-26T02:54:47.746284,BLINK,-1,-1,15756,14
2025-10-26T02:54:47.915645,BLINK,-1,-1,15926,15
2025-10-26T02:54:47.946297,BLINK,-1,-1,15956,16
2025-10-26T02:54:47.982120,BLINK,-1,-1,15992,17
2025-10-26T02:54:48.008595,BLINK,-1,-1,16019,18
2025-10-26T02:54:48.058967,BLINK,-1,-1,16069,19
2025-10-26T02:54:48.084953,BLINK,-1,-1,16095,20
2025-10-26T02:54:48.285435,GAZE,1130,95,16295,460
2025-10-26T02:54:48.613507,GAZE,1290,162,16624,470
2025-10-26T02:54:48.957761,GAZE,1318,109,16968,480
2025-10-26T02:54:49.281025,GAZE,1317,66,17291,490
2025-10-26T02:54:49.622730,GAZE,1269,84,17633,500
2025-10-26T02:54:49.948494,GAZE,1214,136,17959,510
2025-10-26T02:54:50.274182,GAZE,1250,85,18284,520
