Eye Tracking Session: phase1_cycle1_1761456773958
Start Time: 2025-10-26T01:32:53.959567
Screen Size: 1920x1080
================================================================================
Timestamp,Type,X,Y,RelativeTime(ms),EventNumber
2025-10-26T01:32:54.250596,GAZE,1082,535,292,10
2025-10-26T01:32:54.578654,GAZE,1152,733,620,20
2025-10-26T01:32:54.900852,GAZE,1276,802,942,30
2025-10-26T01:32:55.245734,GAZE,1188,161,1287,40
2025-10-26T01:32:55.555553,GAZE,719,809,1596,50
2025-10-26T01:32:55.898898,GAZE,678,563,1940,60
2025-10-26T01:32:56.243799,GAZE,695,614,2285,70
2025-10-26T01:32:56.566303,GAZE,513,447,2607,80
2025-10-26T01:32:56.912155,GAZE,456,590,2953,90
2025-10-26T01:32:57.239385,GAZE,528,565,3280,100
2025-10-26T01:32:57.581686,GAZE,576,527,3623,110
2025-10-26T01:32:57.926132,GAZE,467,407,3967,120
2025-10-26T01:32:58.232750,GAZE,436,496,4274,130
2025-10-26T01:32:58.576265,GAZE,483,476,4617,140
2025-10-26T01:32:58.903147,GAZE,535,567,4944,150
2025-10-26T01:32:59.246857,GAZE,376,439,5288,160
2025-10-26T01:32:59.573002,GAZE,509,458,5614,170
2025-10-26T01:32:59.915280,GAZE,1617,593,5956,180
2025-10-26T01:33:00.227585,GAZE,1626,756,6269,190
2025-10-26T01:33:00.568356,GAZE,1730,779,6609,200
2025-10-26T01:33:00.914643,GAZE,1490,603,6956,210
2025-10-26T01:33:01.236803,GAZE,1576,604,7278,220
2025-10-26T01:33:01.581090,GAZE,1601,732,7622,230
2025-10-26T01:33:01.920295,GAZE,1399,259,7961,240
2025-10-26T01:33:02.246765,GAZE,1321,526,8288,250
2025-10-26T01:33:02.561870,GAZE,1630,617,8603,260
2025-10-26T01:33:02.902390,GAZE,1595,774,8943,270
2025-10-26T01:33:03.233064,GAZE,1753,636,9274,280
2025-10-26T01:33:03.567836,GAZE,1762,954,9609,290
2025-10-26T01:33:03.906684,BLINK,-1,-1,9948,1
2025-10-26T01:33:03.926684,BLINK,-1,-1,9968,2
2025-10-26T01:33:03.968153,BLINK,-1,-1,10009,3
2025-10-26T01:33:03.987036,BLINK,-1,-1,10028,4
2025-10-26T01:33:04.035971,BLINK,-1,-1,10077,5
2025-10-26T01:33:04.066757,BLINK,-1,-1,10108,6
2025-10-26T01:33:04.097596,GAZE,1597,1037,10139,300
2025-10-26T01:33:04.305337,BLINK,-1,-1,10346,7
2025-10-26T01:33:04.328700,BLINK,-1,-1,10370,8
2025-10-26T01:33:04.369956,BLINK,-1,-1,10411,9
2025-10-26T01:33:04.392030,BLINK,-1,-1,10433,10
2025-10-26T01:33:04.431291,BLINK,-1,-1,10472,11
2025-10-26T01:33:04.452304,BLINK,-1,-1,10493,12
2025-10-26T01:33:04.647442,BLINK,-1,-1,10688,13
2025-10-26T01:33:04.669917,BLINK,-1,-1,10711,14
2025-10-26T01:33:04.705870,GAZE,1313,1079,10747,310
2025-10-26T01:33:05.040812,GAZE,1805,1079,11082,320
2025-10-26T01:33:05.375645,BLINK,-1,-1,11417,15
2025-10-26T01:33:05.403357,BLINK,-1,-1,11444,16
2025-10-26T01:33:05.440888,BLINK,-1,-1,11482,17
2025-10-26T01:33:05.465909,BLINK,-1,-1,11507,18
2025-10-26T01:33:05.506607,BLINK,-1,-1,11548,19
2025-10-26T01:33:05.530609,BLINK,-1,-1,11572,20
2025-10-26T01:33:05.567655,GAZE,1919,1079,11609,330
2025-10-26T01:33:05.591430,BLINK,-1,-1,11632,21
