Eye Tracking Session: phase1_cycle1_1761457141904
Start Time: 2025-10-26T01:39:01.906623
Screen Size: 1920x1080
================================================================================
Timestamp,Type,X,Y,RelativeTime(ms),EventNumber
2025-10-26T01:39:02.191860,GAZE,1288,1079,285,10
2025-10-26T01:39:02.519126,GAZE,1919,1079,612,20
2025-10-26T01:39:02.847444,GAZE,1692,1079,940,30
2025-10-26T01:39:03.189537,GAZE,1773,1079,1282,40
2025-10-26T01:39:03.518700,GAZE,1919,1079,1612,50
2025-10-26T01:39:03.859143,GAZE,1656,1079,1952,60
2025-10-26T01:39:04.199582,GAZE,1288,1079,2292,70
2025-10-26T01:39:04.526438,GAZE,1237,1079,2619,80
2025-10-26T01:39:04.569973,BLINK,-1,-1,2663,1
2025-10-26T01:39:04.907424,GAZE,1352,1079,3000,90
2025-10-26T01:39:05.065333,BLINK,-1,-1,3158,2
2025-10-26T01:39:05.240103,BLINK,-1,-1,3333,3
2025-10-26T01:39:05.268201,BLINK,-1,-1,3361,4
2025-10-26T01:39:05.346136,GAZE,1392,1079,3439,100
2025-10-26T01:39:05.379292,BLINK,-1,-1,3472,5
