Eye Tracking Session: phase1_cycle1_1761462935426
Start Time: 2025-10-26T03:15:35.427225
Screen Size: 1920x1080
================================================================================
Timestamp,Type,X,Y,RelativeTime(ms),EventNumber
2025-10-26T03:15:36.060143,GAZE,1001,308,634,10
2025-10-26T03:15:36.381017,GAZE,998,382,954,20
2025-10-26T03:15:36.717088,GAZE,1101,451,1290,30
2025-10-26T03:15:37.051951,GAZE,1148,446,1625,40
2025-10-26T03:15:37.392978,GAZE,1156,451,1966,50
2025-10-26T03:15:37.723467,GAZE,1167,401,2297,60
2025-10-26T03:15:38.063882,GAZE,1244,542,2637,70
2025-10-26T03:15:38.398216,GAZE,1261,488,2972,80
2025-10-26T03:15:38.731710,GAZE,1204,468,3305,90
2025-10-26T03:15:39.072171,GAZE,1185,456,3646,100
2025-10-26T03:15:39.390605,GAZE,1170,536,3964,110
2025-10-26T03:15:39.727348,GAZE,1223,403,4301,120
2025-10-26T03:15:40.060847,GAZE,1233,369,4634,130
2025-10-26T03:15:40.396393,GAZE,1290,424,4970,140
2025-10-26T03:15:40.732958,GAZE,1231,629,5306,150
2025-10-26T03:15:41.072637,GAZE,1242,569,5646,160
2025-10-26T03:15:41.404209,GAZE,1560,842,5978,170
2025-10-26T03:15:41.742198,GAZE,1703,635,6316,180
2025-10-26T03:15:42.049398,GAZE,1715,561,6623,190
2025-10-26T03:15:42.206123,BLINK,-1,-1,6779,1
2025-10-26T03:15:42.235135,BLINK,-1,-1,6809,2
2025-10-26T03:15:42.269608,BLINK,-1,-1,6843,3
2025-10-26T03:15:42.297386,BLINK,-1,-1,6871,4
2025-10-26T03:15:42.515585,GAZE,1636,803,7089,200
2025-10-26T03:15:42.547616,BLINK,-1,-1,7121,5
2025-10-26T03:15:42.606260,BLINK,-1,-1,7180,6
2025-10-26T03:15:42.638736,BLINK,-1,-1,7212,7
2025-10-26T03:15:42.966461,GAZE,1633,417,7540,210
2025-10-26T03:15:43.131572,BLINK,-1,-1,7705,8
