Blink Tracking Session: phase1_cycle1_1761464834209
Start Time: 2025-10-26T03:47:14.215165
EAR Threshold: 0.21
==================================================
Timestamp, Blink Number, Relative Time (s), EAR
2025-10-26T03:48:33.025201, 36, 78.81, 0.267
2025-10-26T03:48:34.407665, 37, 80.19, 0.261
2025-10-26T03:48:35.683761, 38, 81.47, 0.226
2025-10-26T03:48:36.760103, 39, 82.55, 0.228
2025-10-26T03:48:38.215756, 40, 84.0, 0.295
2025-10-26T03:48:39.012217, 41, 84.8, 0.222
2025-10-26T03:48:40.088500, 42, 85.88, 0.228
2025-10-26T03:48:41.291018, 43, 87.08, 0.240
2025-10-26T03:48:42.485149, 44, 88.27, 0.225
2025-10-26T03:48:44.087531, 45, 89.87, 0.229
2025-10-26T03:48:45.472712, 46, 91.26, 0.211
2025-10-26T03:48:46.349417, 47, 92.14, 0.226
2025-10-26T03:48:46.992891, 48, 92.78, 0.231
2025-10-26T03:48:48.615798, 49, 94.4, 0.246
2025-10-26T03:48:53.797399, 50, 99.58, 0.243
2025-10-26T03:48:57.394521, 51, 103.18, 0.213
2025-10-26T03:49:00.073401, 52, 105.86, 0.212
2025-10-26T03:49:00.230089, 53, 106.02, 0.301
2025-10-26T03:49:01.125006, 54, 106.91, 0.266
2025-10-26T03:49:04.735882, 55, 110.52, 0.262
2025-10-26T03:49:06.904973, 56, 112.69, 0.313
2025-10-26T03:49:08.724745, 57, 114.51, 0.300
2025-10-26T03:49:10.321461, 58, 116.11, 0.247
2025-10-26T03:49:11.249247, 59, 117.04, 0.256
2025-10-26T03:49:12.221594, 60, 118.01, 0.299
2025-10-26T03:49:14.328133, 61, 120.12, 0.237
2025-10-26T03:49:16.047605, 62, 121.83, 0.267
2025-10-26T03:49:18.323619, 63, 124.11, 0.252
2025-10-26T03:49:20.455348, 64, 126.24, 0.284
2025-10-26T03:49:21.552942, 65, 127.34, 0.300
2025-10-26T03:49:25.376481, 66, 131.16, 0.223
2025-10-26T03:49:26.366689, 67, 132.15, 0.286
2025-10-26T03:49:28.452426, 68, 134.24, 0.288
2025-10-26T03:49:29.550674, 69, 135.34, 0.254
2025-10-26T03:49:30.878916, 70, 136.67, 0.277
2025-10-26T03:49:33.791048, 71, 139.58, 0.277
2025-10-26T03:49:34.897356, 72, 140.68, 0.287
2025-10-26T03:49:35.303071, 73, 141.09, 0.294
2025-10-26T03:49:37.906681, 74, 143.69, 0.271
2025-10-26T03:49:39.646399, 75, 145.43, 0.300
2025-10-26T03:49:42.849805, 76, 148.64, 0.255
2025-10-26T03:49:43.774919, 77, 149.56, 0.280
2025-10-26T03:49:44.302115, 78, 150.09, 0.333
2025-10-26T03:49:47.027604, 79, 152.81, 0.211
2025-10-26T03:49:48.185437, 80, 153.97, 0.221
2025-10-26T03:49:48.856856, 81, 154.64, 0.313
2025-10-26T03:49:50.182478, 82, 155.97, 0.215
2025-10-26T03:49:51.118083, 83, 156.9, 0.215
2025-10-26T03:49:52.067365, 84, 157.85, 0.268
2025-10-26T03:49:54.175080, 85, 159.96, 0.224
2025-10-26T03:49:54.612632, 86, 160.4, 0.280
2025-10-26T03:49:55.518471, 87, 161.31, 0.231
2025-10-26T03:49:56.579789, 88, 162.37, 0.221
2025-10-26T03:49:58.310415, 89, 164.1, 0.217
2025-10-26T03:49:58.983935, 90, 164.77, 0.233
2025-10-26T03:50:00.582568, 91, 166.37, 0.211
2025-10-26T03:50:00.830909, 92, 166.62, 0.259
2025-10-26T03:50:01.777327, 93, 167.56, 0.264
2025-10-26T03:50:02.709765, 94, 168.5, 0.225
2025-10-26T03:50:03.958030, 95, 169.74, 0.213
2025-10-26T03:50:06.309926, 96, 172.1, 0.218
2025-10-26T03:50:06.699385, 97, 172.49, 0.261
2025-10-26T03:50:07.496008, 98, 173.28, 0.214
2025-10-26T03:50:09.645708, 99, 175.43, 0.219
2025-10-26T03:50:09.896604, 100, 175.68, 0.324
2025-10-26T03:50:11.374060, 101, 177.16, 0.217
2025-10-26T03:50:12.449431, 102, 178.24, 0.280
2025-10-26T03:50:13.382810, 103, 179.17, 0.290
2025-10-26T03:50:14.289623, 104, 180.08, 0.211
2025-10-26T03:50:14.713279, 105, 180.5, 0.264
2025-10-26T03:50:16.460487, 106, 182.25, 0.214
2025-10-26T03:50:17.113984, 107, 182.9, 0.302
2025-10-26T03:50:18.203785, 108, 183.99, 0.214
2025-10-26T03:50:18.702621, 109, 184.49, 0.291
2025-10-26T03:50:20.030065, 110, 185.82, 0.218
2025-10-26T03:50:21.113947, 111, 186.9, 0.216
2025-10-26T03:50:23.093442, 112, 188.88, 0.231
2025-10-26T03:50:24.830592, 113, 190.62, 0.211
2025-10-26T03:50:25.633132, 114, 191.42, 0.219
2025-10-26T03:50:26.549133, 115, 192.34, 0.227
2025-10-26T03:50:27.089247, 116, 192.88, 0.312
2025-10-26T03:50:29.123183, 117, 194.91, 0.342
2025-10-26T03:50:30.953952, 118, 196.74, 0.354
2025-10-26T03:50:32.549111, 119, 198.34, 0.222
2025-10-26T03:50:34.420206, 120, 200.21, 0.276
2025-10-26T03:50:35.224488, 121, 201.01, 0.283
2025-10-26T03:50:37.654326, 122, 203.44, 0.295
2025-10-26T03:50:38.410452, 123, 204.2, 0.210
2025-10-26T03:50:40.142689, 124, 205.93, 0.259
2025-10-26T03:50:41.532141, 125, 207.32, 0.216
2025-10-26T03:50:41.906843, 126, 207.69, 0.225
2025-10-26T03:50:42.157985, 127, 207.94, 0.284
2025-10-26T03:50:44.062998, 128, 209.85, 0.235
2025-10-26T03:50:44.562338, 129, 210.35, 0.259
2025-10-26T03:50:45.477692, 130, 211.26, 0.219
2025-10-26T03:50:46.024508, 131, 211.81, 0.268
2025-10-26T03:50:47.084079, 132, 212.87, 0.261
2025-10-26T03:50:48.427829, 133, 214.21, 0.219
2025-10-26T03:50:49.346197, 134, 215.13, 0.313
2025-10-26T03:50:50.017246, 135, 215.8, 0.237
2025-10-26T03:50:50.826967, 136, 216.61, 0.298
2025-10-26T03:50:51.479851, 137, 217.27, 0.276
2025-10-26T03:50:52.812858, 138, 218.6, 0.216
2025-10-26T03:50:53.217258, 139, 219.0, 0.259
2025-10-26T03:50:54.272623, 140, 220.06, 0.219
2025-10-26T03:50:54.412657, 141, 220.2, 0.214
2025-10-26T03:50:54.679214, 142, 220.47, 0.275
2025-10-26T03:50:56.000471, 143, 221.79, 0.329
2025-10-26T03:50:57.638682, 144, 223.43, 0.221
2025-10-26T03:50:58.950700, 145, 224.74, 0.221
2025-10-26T03:50:59.483877, 146, 225.27, 0.310
2025-10-26T03:51:00.542229, 147, 226.33, 0.303
2025-10-26T03:51:01.352371, 148, 227.14, 0.214
2025-10-26T03:51:01.882312, 149, 227.67, 0.231
2025-10-26T03:51:02.551912, 150, 228.34, 0.293
2025-10-26T03:51:03.205378, 151, 228.99, 0.338
2025-10-26T03:51:04.810056, 152, 230.6, 0.262
2025-10-26T03:51:05.746705, 153, 231.53, 0.279
2025-10-26T03:51:06.801834, 154, 232.59, 0.288
2025-10-26T03:51:08.129820, 155, 233.92, 0.286
2025-10-26T03:51:09.062663, 156, 234.85, 0.244
2025-10-26T03:51:10.432120, 157, 236.22, 0.249
2025-10-26T03:51:11.231801, 158, 237.02, 0.266
2025-10-26T03:51:11.857866, 159, 237.64, 0.254
2025-10-26T03:51:13.060121, 160, 238.85, 0.304
2025-10-26T03:51:13.864496, 161, 239.65, 0.268
2025-10-26T03:51:15.068468, 162, 240.86, 0.263
2025-10-26T03:51:15.751144, 163, 241.54, 0.232
