Eye Tracking Session: phase1_cycle1_1761459778700
Start Time: 2025-10-26T02:22:58.701938
Screen Size: 1920x1080
================================================================================
Timestamp,Type,X,Y,RelativeTime(ms),EventNumber
2025-10-26T02:23:11.940103,GAZE,574,598,13238,10
2025-10-26T02:23:12.259763,GAZE,524,562,13557,20
2025-10-26T02:23:12.597039,GAZE,447,577,13895,30
2025-10-26T02:23:12.929809,GAZE,442,567,14227,40
2025-10-26T02:23:13.270382,GAZE,474,569,14568,50
2025-10-26T02:23:13.605604,GAZE,535,569,14903,60
2025-10-26T02:23:13.940484,GAZE,596,579,15238,70
2025-10-26T02:23:14.276057,GAZE,885,613,15574,80
2025-10-26T02:23:14.609768,GAZE,1421,614,15907,90
2025-10-26T02:23:14.946467,GAZE,1342,591,16244,100
2025-10-26T02:23:15.269108,GAZE,1204,613,16567,110
2025-10-26T02:23:15.607314,GAZE,1230,608,16905,120
2025-10-26T02:23:15.938122,GAZE,1260,618,17236,130
2025-10-26T02:23:16.274218,GAZE,1301,610,17572,140
2025-10-26T02:23:16.611220,GAZE,1236,630,17909,150
2025-10-26T02:23:16.948063,GAZE,1196,662,18246,160
2025-10-26T02:23:17.280438,GAZE,1246,643,18578,170
2025-10-26T02:23:17.609590,GAZE,1353,603,18907,180
2025-10-26T02:23:17.933525,GAZE,1633,812,19231,190
2025-10-26T02:23:18.277330,GAZE,1666,815,19575,200
2025-10-26T02:23:18.610619,GAZE,1678,844,19908,210
2025-10-26T02:23:18.949659,GAZE,1339,780,20247,220
2025-10-26T02:23:19.283396,GAZE,1098,546,20581,230
2025-10-26T02:23:19.594347,GAZE,1108,472,20892,240
2025-10-26T02:23:19.938185,GAZE,1102,514,21236,250
2025-10-26T02:23:20.264499,GAZE,1266,577,21562,260
2025-10-26T02:23:20.606430,GAZE,1681,687,21904,270
2025-10-26T02:23:20.945978,GAZE,1576,625,22244,280
2025-10-26T02:23:21.101758,BLINK,-1,-1,22399,1
2025-10-26T02:23:21.317891,GAZE,1343,657,22615,290
2025-10-26T02:23:21.628871,GAZE,1492,694,22926,300
2025-10-26T02:23:21.986173,GAZE,1582,659,23284,310
2025-10-26T02:23:22.295156,BLINK,-1,-1,23593,2
2025-10-26T02:23:22.328010,GAZE,1527,658,23626,320
2025-10-26T02:23:22.654788,GAZE,1428,739,23952,330
2025-10-26T02:23:22.995015,GAZE,1290,655,24293,340
2025-10-26T02:23:23.335530,GAZE,1391,658,24633,350
2025-10-26T02:23:23.659376,GAZE,1414,630,24957,360
2025-10-26T02:23:23.996127,GAZE,1359,669,25294,370
2025-10-26T02:23:24.326361,GAZE,738,753,25624,380
2025-10-26T02:23:24.649665,GAZE,377,647,25947,390
2025-10-26T02:23:24.989932,GAZE,476,589,26287,400
2025-10-26T02:23:25.329750,GAZE,544,528,26627,410
2025-10-26T02:23:25.656268,GAZE,559,558,26954,420
2025-10-26T02:23:25.997245,GAZE,515,557,27295,430
2025-10-26T02:23:26.332714,GAZE,506,477,27630,440
2025-10-26T02:23:26.441062,BLINK,-1,-1,27739,3
2025-10-26T02:23:26.475187,BLINK,-1,-1,27773,4
2025-10-26T02:23:26.504905,BLINK,-1,-1,27802,5
2025-10-26T02:23:26.537022,BLINK,-1,-1,27835,6
2025-10-26T02:23:26.566526,BLINK,-1,-1,27864,7
2025-10-26T02:23:26.596519,BLINK,-1,-1,27894,8
2025-10-26T02:23:26.645380,BLINK,-1,-1,27943,9
2025-10-26T02:23:26.673278,BLINK,-1,-1,27971,10
2025-10-26T02:23:26.707906,BLINK,-1,-1,28005,11
2025-10-26T02:23:26.736549,BLINK,-1,-1,28034,12
2025-10-26T02:23:26.774075,BLINK,-1,-1,28072,13
2025-10-26T02:23:26.799641,BLINK,-1,-1,28097,14
2025-10-26T02:23:26.834677,BLINK,-1,-1,28132,15
2025-10-26T02:23:26.862627,BLINK,-1,-1,28160,16
2025-10-26T02:23:26.899880,BLINK,-1,-1,28197,17
2025-10-26T02:23:26.926666,BLINK,-1,-1,28224,18
2025-10-26T02:23:26.978903,BLINK,-1,-1,28276,19
2025-10-26T02:23:27.001728,BLINK,-1,-1,28299,20
2025-10-26T02:23:27.264900,GAZE,413,252,28562,450
2025-10-26T02:23:27.592450,GAZE,229,234,28890,460
2025-10-26T02:23:27.932445,GAZE,243,324,29230,470
2025-10-26T02:23:28.273912,GAZE,309,364,29571,480
2025-10-26T02:23:28.602032,GAZE,324,422,29900,490
2025-10-26T02:23:28.944488,GAZE,317,452,30242,500
2025-10-26T02:23:29.176130,BLINK,-1,-1,30474,21
2025-10-26T02:23:29.208818,BLINK,-1,-1,30506,22
2025-10-26T02:23:29.345452,GAZE,693,554,30643,510
2025-10-26T02:23:29.655895,GAZE,1311,668,30953,520
2025-10-26T02:23:29.990541,BLINK,-1,-1,31288,23
2025-10-26T02:23:30.014370,BLINK,-1,-1,31312,24
2025-10-26T02:23:30.044694,BLINK,-1,-1,31342,25
