Eye Tracking Session: phase1_cycle1_1761460451225
Start Time: 2025-10-26T02:34:11.227118
Screen Size: 1920x1080
================================================================================
Timestamp,Type,X,Y,RelativeTime(ms),EventNumber
2025-10-26T02:34:11.855768,GAZE,0,0,630,10
2025-10-26T02:34:12.175413,GAZE,0,0,949,20
2025-10-26T02:34:12.515631,GAZE,0,0,1290,30
2025-10-26T02:34:12.847675,GAZE,0,0,1622,40
2025-10-26T02:34:13.186472,GAZE,0,0,1960,50
2025-10-26T02:34:13.520720,GAZE,0,0,2295,60
2025-10-26T02:34:13.856289,GAZE,35,0,2630,70
2025-10-26T02:34:14.191226,GAZE,63,0,2965,80
2025-10-26T02:34:14.530857,GAZE,1,0,3305,90
2025-10-26T02:34:14.865481,GAZE,0,0,3639,100
2025-10-26T02:34:15.183182,GAZE,0,0,3957,110
2025-10-26T02:34:15.521452,GAZE,0,0,4295,120
2025-10-26T02:34:15.858321,BLINK,-1,-1,4632,1
2025-10-26T02:34:15.890449,BLINK,-1,-1,4664,2
2025-10-26T02:34:15.920008,BLINK,-1,-1,4694,3
2025-10-26T02:34:15.951701,BLINK,-1,-1,4726,4
2025-10-26T02:34:16.002708,GAZE,1331,494,4777,130
2025-10-26T02:34:16.322055,GAZE,1332,1024,5096,140
2025-10-26T02:34:16.654492,GAZE,398,1080,5428,150
2025-10-26T02:34:16.990941,GAZE,1307,1080,5765,160
2025-10-26T02:34:17.326439,GAZE,1920,1080,6100,170
2025-10-26T02:34:17.665789,GAZE,1920,1080,6440,180
2025-10-26T02:34:17.850983,BLINK,-1,-1,6625,5
2025-10-26T02:34:17.914773,BLINK,-1,-1,6689,6
2025-10-26T02:34:18.070293,GAZE,1816,1080,6844,190
2025-10-26T02:34:18.404310,GAZE,1920,1080,7178,200
2025-10-26T02:34:18.529708,BLINK,-1,-1,7304,7
2025-10-26T02:34:18.770692,GAZE,1920,924,7545,210
2025-10-26T02:34:18.928371,BLINK,-1,-1,7702,8
2025-10-26T02:34:18.954466,BLINK,-1,-1,7728,9
2025-10-26T02:34:18.986091,BLINK,-1,-1,7760,10
2025-10-26T02:34:19.016886,BLINK,-1,-1,7791,11
2025-10-26T02:34:19.217644,GAZE,1920,0,7992,220
2025-10-26T02:34:19.541059,GAZE,1920,0,8315,230
2025-10-26T02:34:19.944331,BLINK,-1,-1,8718,12
