Head Tracking Session: phase1_cycle1_1761465339482
Start Time: 2025-10-26T03:55:39.488500
==================================================
Timestamp (ms), Pitch, Yaw, Roll, Direction
1761465343027, 0.00, 0.00, 0.00, Forward
1761465343079, 0.92, 0.07, 0.07, Forward
1761465343135, 1.14, 0.17, 0.10, Forward
1761465343190, 1.17, 0.24, 0.15, Forward
1761465343243, 0.94, 0.02, 0.22, Forward
1761465343294, 0.90, 0.08, 0.24, Forward
1761465343345, 0.87, 0.13, 0.26, Forward
1761465343398, 0.82, 0.07, 0.26, Forward
1761465343449, 0.79, 0.07, 0.25, Forward
1761465343505, 0.77, 0.13, 0.23, Forward
1761465343555, 0.83, 0.25, 0.22, Forward
1761465343604, 0.70, 0.24, 0.22, Forward
1761465343653, 0.52, 0.32, 0.22, Forward
1761465343704, 0.34, 0.39, 0.20, Forward
1761465343759, 0.32, 0.50, 0.18, Forward
1761465343809, 0.23, 0.47, 0.18, Forward
1761465343859, 0.14, 0.45, 0.18, Forward
1761465343908, 0.14, 0.58, 0.18, Forward
1761465343958, 0.11, 0.62, 0.16, Forward
1761465344040, 0.08, 0.57, 0.18, Forward
1761465344091, 0.07, 0.47, 0.20, Forward
1761465344143, 0.05, 0.48, 0.21, Forward
1761465344192, 0.06, 0.43, 0.22, Forward
1761465344242, 0.15, 0.37, 0.25, Forward
1761465344305, 0.11, 0.42, 0.24, Forward
1761465344355, 0.03, 0.34, 0.23, Forward
1761465344406, -0.08, 0.34, 0.22, Forward
1761465344457, -0.21, 0.10, 0.27, Forward
1761465344507, -0.30, 0.15, 0.32, Forward
1761465344564, -0.41, 0.19, 0.33, Forward
1761465344614, -0.45, 0.23, 0.33, Forward
1761465344659, -0.54, 0.19, 0.33, Forward
1761465344707, -0.56, 0.14, 0.32, Forward
1761465344758, -0.65, 0.06, 0.32, Forward
1761465344834, -0.62, -0.03, 0.33, Forward
1761465344887, -0.59, 0.05, 0.33, Forward
1761465344938, -0.48, 0.06, 0.33, Forward
1761465344991, -0.25, 0.29, 0.27, Forward
1761465345043, -0.05, 0.39, 0.21, Forward
1761465345104, 0.01, 0.52, 0.19, Forward
1761465345151, -0.01, 0.61, 0.18, Forward
1761465345199, 0.01, 0.78, 0.16, Forward
1761465345243, 0.12, 0.94, 0.13, Forward
1761465345290, 0.27, 1.00, 0.10, Forward
1761465345356, 0.31, 1.13, 0.07, Forward
1761465345404, 0.44, 1.22, 0.05, Forward
1761465345447, 0.47, 1.28, 0.02, Forward
1761465345492, 0.42, 1.28, 0.02, Forward
1761465345539, 0.39, 1.19, 0.04, Forward
1761465345626, 0.37, 1.12, 0.03, Forward
1761465345673, 0.37, 1.05, 0.03, Forward
1761465345721, 0.45, 1.10, 0.03, Forward
1761465345766, 0.46, 0.95, 0.08, Forward
1761465345811, 0.54, 0.94, 0.13, Forward
1761465345901, 0.66, 0.89, 0.13, Forward
1761465345949, 0.88, 0.89, 0.11, Forward
1761465345994, 1.04, 0.91, 0.11, Forward
1761465346044, 1.25, 1.03, 0.07, Forward
1761465346096, 1.46, 1.13, 0.02, Forward
1761465346167, 1.73, 1.15, 0.02, Forward
1761465346219, 2.00, 1.16, 0.01, Forward
1761465346270, 2.26, 1.06, -0.01, Forward
1761465346325, 2.28, 1.19, -0.09, Forward
1761465346374, 2.26, 1.32, -0.14, Forward
1761465346436, 2.35, 1.52, -0.17, Forward
1761465346480, 2.26, 1.66, -0.17, Forward
1761465346528, 2.31, 1.79, -0.19, Forward
1761465346576, 2.15, 1.99, 0.00, Forward
1761465346624, 2.00, 2.29, 0.20, Forward
1761465346702, -0.50, 4.52, -15.52, Forward
1761465346754, -0.96, 6.76, -14.49, Forward
1761465346803, -3.66, 8.75, -30.28, Forward
1761465346850, -3.28, 11.81, -29.08, Right
1761465346896, -5.45, 14.61, -44.22, Right
1761465346977, -4.81, 17.68, -43.12, Right
1761465347030, -6.83, 20.60, -58.21, Right
1761465347091, -6.25, 23.68, -57.10, Right
1761465347143, -5.42, 27.00, -56.19, Right
1761465347191, -7.33, 30.30, -71.32, Right
1761465347242, -3.97, 31.88, -54.68, Right
1761465347364, -5.51, 34.02, -70.33, Right
1761465347417, -4.94, 36.38, -69.22, Right
1761465347468, -7.09, 37.64, -85.18, Right
1761465347523, -6.90, 39.25, -84.44, Right
1761465347576, -8.97, 36.08, -101.85, Right
1761465347640, -8.02, 33.39, -102.73, Right
1761465347690, -10.35, 34.83, -118.44, Right
1761465347736, -12.89, 35.81, -134.10, Right
1761465347788, -12.68, 32.81, -135.22, Right
1761465347835, -15.29, 33.34, -150.80, Right
1761465347903, -14.66, 33.16, -151.27, Right
1761465347955, -13.94, 33.06, -151.67, Right
1761465348005, -13.43, 32.90, -151.96, Right
1761465348053, -12.13, 32.31, -153.15, Right
1761465348101, -9.12, 35.70, -136.24, Right
1761465348160, -6.11, 38.00, -119.80, Right
1761465348207, -2.39, 35.96, -104.72, Right
1761465348259, 1.45, 33.92, -89.68, Right
1761465348306, 5.09, 35.60, -73.22, Right
1761465348354, 8.68, 33.52, -58.22, Right
1761465348434, 11.86, 31.19, -42.75, Right
1761465348477, 14.79, 28.68, -27.25, Right
1761465348525, 17.72, 26.22, -11.74, Right
1761465348577, 20.18, 23.91, 4.27, Right
1761465348625, 20.25, 22.18, 4.06, Right
1761465348705, 19.94, 21.29, 4.00, Right
1761465348751, 19.55, 20.39, 3.98, Right
1761465348794, 19.06, 19.50, 3.96, Right
1761465348847, 18.71, 18.85, 4.05, Right
1761465348901, 18.39, 18.26, 4.16, Right
1761465348967, 18.12, 18.15, 4.29, Right
1761465349017, 18.07, 18.10, 4.37, Right
1761465349069, 18.04, 18.07, 4.40, Right
1761465349118, 17.97, 18.41, 4.39, Right
1761465349171, 17.85, 18.35, 4.47, Right
1761465349234, 17.98, 17.90, 4.46, Right
1761465349281, 18.12, 17.72, 4.38, Right
1761465349327, 18.26, 17.53, 4.29, Right
1761465349380, 18.33, 17.01, 4.16, Right
1761465349425, 18.38, 16.81, 4.03, Right
1761465349506, 18.40, 16.43, 3.88, Right
1761465349555, 18.47, 16.24, 3.71, Right
1761465349604, 18.52, 15.99, 3.56, Right
1761465349651, 18.49, 15.48, 3.57, Right
1761465349696, 18.53, 15.13, 3.52, Right
1761465349765, 18.45, 14.03, 3.53, Right
1761465349809, 18.43, 11.38, 3.83, Right
1761465349862, 18.35, 8.86, 4.10, Up
1761465349908, 18.56, 5.85, 4.18, Up
1761465349956, 18.70, 2.37, 4.28, Up
1761465350031, 18.81, -0.57, 4.10, Up
1761465350081, 18.96, -3.30, 3.83, Up
1761465350133, 19.15, -5.97, 3.57, Up
1761465350180, 19.24, -6.20, 2.90, Up
1761465350228, 19.26, -6.09, 2.09, Up
1761465350301, 18.81, -4.69, 1.35, Up
1761465350347, 18.28, -1.99, 0.36, Up
1761465350396, 17.81, 0.65, -0.59, Up
1761465350448, 17.36, 2.62, -1.45, Up
1761465350492, 16.72, 4.82, -2.28, Up
1761465350556, 16.22, 4.53, -2.50, Up
1761465350607, 15.52, 4.22, -2.70, Up
1761465350654, 14.75, 3.90, -2.91, Up
1761465350700, 14.11, 1.00, -2.74, Up
1761465350743, 13.42, -1.15, -2.25, Up
1761465350827, 13.08, -1.97, -1.65, Up
1761465350881, 12.71, -2.92, -1.04, Up
1761465350934, 12.34, -3.87, -0.43, Up
1761465350988, 11.58, -3.24, 0.14, Up
1761465351040, 11.23, -2.65, 0.65, Up
1761465351102, 11.04, -1.79, 0.57, Up
1761465351151, 10.85, -1.37, 0.55, Up
1761465351199, 10.71, -1.18, 0.55, Up
1761465351252, 10.71, -0.55, 0.64, Up
1761465351300, 10.80, -0.64, 0.42, Up
1761465351361, 10.92, -1.28, 0.18, Up
1761465351408, 11.20, -1.91, -0.02, Up
1761465351457, 11.38, -2.50, -0.22, Up
1761465351502, 11.73, -1.10, -0.29, Up
1761465351546, 11.88, 0.23, -0.34, Up
1761465351625, 11.85, 3.92, -0.17, Up
1761465351672, 11.92, 7.70, 0.06, Up
1761465351716, 12.03, 11.67, 0.23, Right
1761465351760, 11.91, 14.92, 0.04, Right
1761465351806, 11.80, 17.83, -0.07, Right
1761465351901, 12.01, 17.47, -0.39, Right
1761465351944, 11.85, 17.22, -0.73, Right
1761465351991, 11.76, 16.99, -1.11, Right
