Head Tracking Session: phase1_cycle1_1761480445174
Start Time: 2025-10-26T08:07:25.177479
==================================================
Timestamp (ms), Pitch, Yaw, Roll, Direction
1761480449282, 0.00, 0.00, 0.00, Forward
1761480449332, -1.44, -2.39, 0.69, Forward
1761480449380, -9.25, -8.38, 59.43, Forward
1761480449426, -7.64, -7.32, 44.85, Forward
1761480449472, -6.62, -6.59, 36.10, Forward
1761480449521, -5.86, -6.50, 30.40, Forward
1761480449567, -5.28, -6.17, 26.24, Forward
1761480449614, -4.94, -5.87, 23.09, Forward
1761480449675, -4.67, -5.71, 20.67, Forward
1761480449723, -4.49, -5.88, 18.80, Forward
1761480449770, -4.77, -6.56, 18.99, Forward
1761480449817, -4.79, -6.96, 19.07, Forward
1761480449863, -2.52, -5.41, 1.48, Forward
1761480449908, -2.53, -5.74, 1.56, Forward
1761480449955, -2.58, -5.99, 1.60, Forward
1761480450001, -2.61, -6.02, 1.57, Forward
1761480450049, -2.74, -6.36, 1.62, Forward
1761480450097, -2.77, -6.65, 1.71, Forward
1761480450145, -2.83, -6.81, 1.75, Forward
1761480450190, -2.83, -6.67, 1.73, Forward
1761480450236, -2.78, -6.84, 1.77, Forward
1761480450283, -2.81, -6.72, 1.72, Forward
1761480450332, -2.94, -6.84, 1.79, Forward
1761480450377, -3.00, -6.72, 1.76, Forward
1761480450423, -3.04, -6.71, 1.78, Forward
1761480450469, -3.14, -6.55, 1.76, Forward
1761480450518, -3.06, -6.13, 1.70, Forward
1761480450565, -3.03, -5.88, 1.63, Forward
1761480450610, -2.99, -5.97, 1.63, Forward
1761480450655, -3.02, -6.06, 1.62, Forward
1761480450704, -3.03, -5.84, 1.55, Forward
1761480450750, -2.93, -5.56, 1.50, Forward
1761480450797, -2.82, -5.55, 1.52, Forward
1761480450843, -2.82, -5.79, 1.55, Forward
1761480450888, -2.80, -6.01, 1.58, Forward
1761480450934, -2.68, -6.02, 1.61, Forward
1761480450982, -2.66, -6.16, 1.63, Forward
1761480451027, -2.62, -6.24, 1.63, Forward
1761480451072, -2.55, -5.83, 1.59, Forward
1761480451120, -2.46, -5.59, 1.58, Forward
1761480451165, -2.45, -5.47, 1.56, Forward
1761480451217, -2.45, -5.62, 1.60, Forward
1761480451274, -2.41, -5.44, 1.52, Forward
1761480451320, -2.23, -5.04, 1.43, Forward
1761480451367, -2.11, -4.84, 1.40, Forward
1761480451414, -2.11, -4.99, 1.40, Forward
1761480451461, -2.13, -5.02, 1.40, Forward
1761480451509, -2.17, -5.09, 1.42, Forward
1761480451553, -2.23, -5.40, 1.46, Forward
1761480451600, -2.28, -5.68, 1.48, Forward
1761480451648, -2.32, -5.99, 1.57, Forward
1761480451694, -2.30, -5.98, 1.58, Forward
1761480451740, -2.45, -6.53, 1.72, Forward
1761480451785, -2.64, -7.04, 1.84, Forward
1761480451833, -2.77, -7.39, 1.90, Forward
1761480451879, -2.80, -7.61, 1.92, Forward
1761480451927, -2.82, -8.07, 2.00, Forward
1761480451973, -2.88, -8.71, 2.07, Forward
1761480452019, -2.94, -9.26, 2.15, Forward
1761480452066, -2.99, -9.77, 2.25, Forward
1761480452113, -3.04, -10.08, 2.28, Left
1761480452159, -3.13, -10.59, 2.35, Left
1761480452204, -3.09, -10.84, 2.36, Left
1761480452249, -3.06, -11.09, 2.37, Left
1761480452296, -3.05, -11.29, 2.41, Left
1761480452344, -3.13, -11.62, 2.47, Left
1761480452389, -3.19, -11.82, 2.52, Left
1761480452435, -3.21, -11.77, 2.54, Left
1761480452483, -3.22, -11.81, 2.57, Left
1761480452529, -3.21, -11.76, 2.53, Left
1761480452576, -3.25, -11.91, 2.57, Left
1761480452625, -3.25, -11.94, 2.58, Left
1761480452669, -3.26, -11.93, 2.60, Left
1761480452718, -3.31, -12.01, 2.65, Left
1761480452766, -3.32, -11.86, 2.67, Left
1761480452813, -3.35, -11.78, 2.70, Left
1761480452861, -3.28, -11.72, 2.72, Left
1761480452908, -3.30, -11.67, 2.74, Left
1761480452950, -3.26, -11.82, 2.79, Left
1761480452998, -3.24, -11.93, 2.85, Left
1761480453048, -3.18, -11.95, 2.88, Left
1761480453092, -3.15, -12.09, 2.93, Left
1761480453138, -3.11, -12.19, 2.98, Left
1761480453188, -3.05, -12.16, 3.00, Left
1761480453233, -3.03, -12.39, 3.06, Left
1761480453279, -2.98, -12.59, 3.09, Left
1761480453327, -3.03, -12.79, 3.14, Left
1761480453375, -2.99, -13.00, 3.18, Left
1761480453419, -3.00, -12.97, 3.19, Left
1761480453467, -3.01, -12.93, 3.19, Left
1761480453515, -2.98, -13.05, 3.23, Left
1761480453562, -2.91, -12.98, 3.24, Left
1761480453609, -2.88, -13.09, 3.28, Left
1761480453655, -2.91, -13.19, 3.26, Left
1761480453711, -2.94, -13.35, 3.26, Left
1761480453766, -2.98, -13.49, 3.27, Left
1761480453812, -2.94, -13.57, 3.28, Left
1761480453858, -2.91, -13.55, 3.29, Left
1761480453904, -2.86, -13.62, 3.30, Left
1761480453951, -2.82, -13.68, 3.32, Left
1761480453998, -2.79, -13.62, 3.30, Left
1761480454047, -2.87, -13.74, 3.30, Left
1761480454091, -2.84, -13.66, 3.27, Left
1761480454137, -2.74, -13.56, 3.30, Left
1761480454184, -2.69, -13.43, 3.30, Left
1761480454232, -2.70, -13.52, 3.33, Left
1761480454281, -2.75, -13.54, 3.34, Left
1761480454324, -2.78, -13.63, 3.34, Left
1761480454372, -2.83, -13.59, 3.32, Left
1761480454420, -2.88, -13.76, 3.36, Left
1761480454466, -2.92, -13.81, 3.37, Left
1761480454515, -2.89, -13.86, 3.40, Left
1761480454560, -3.04, -13.98, 3.41, Left
1761480454605, -3.16, -14.17, 3.42, Left
1761480454652, -3.21, -14.30, 3.45, Left
1761480454698, -3.22, -14.12, 3.44, Left
1761480454746, -3.23, -13.94, 3.43, Left
1761480454792, -3.28, -13.88, 3.43, Left
1761480454841, -3.32, -14.04, 3.46, Left
1761480454887, -3.35, -13.91, 3.41, Left
1761480454933, -3.39, -13.99, 3.41, Left
1761480454983, -3.40, -13.92, 3.38, Left
1761480455027, -3.31, -13.77, 3.38, Left
1761480455074, -3.26, -13.64, 3.37, Left
1761480455121, -3.21, -13.51, 3.35, Left
1761480455169, -3.15, -13.50, 3.33, Left
1761480455216, -3.10, -13.60, 3.32, Left
1761480455264, -3.04, -13.60, 3.30, Left
1761480455310, -2.98, -13.49, 3.27, Left
1761480455356, -2.97, -13.63, 3.31, Left
1761480455403, -2.99, -13.68, 3.32, Left
1761480455449, -2.73, -13.24, 3.29, Left
1761480455494, -2.49, -12.72, 3.17, Left
1761480455540, -2.27, -12.48, 3.17, Left
1761480455587, -2.16, -12.39, 3.17, Left
1761480455634, -2.09, -12.41, 3.22, Left
1761480455682, -2.09, -12.57, 3.27, Left
1761480455728, -2.02, -12.58, 3.29, Left
1761480455774, -2.00, -12.67, 3.35, Left
1761480455820, -1.86, -12.38, 3.31, Left
1761480455868, -1.69, -12.02, 3.28, Left
1761480455917, -1.84, -12.31, 3.33, Left
1761480455963, -1.95, -12.69, 3.45, Left
1761480456011, -2.12, -12.84, 3.43, Left
1761480456055, -2.19, -12.83, 3.42, Left
1761480456102, -2.15, -12.66, 3.39, Left
1761480456151, -2.04, -12.33, 3.34, Left
1761480456197, -2.07, -12.19, 3.33, Left
1761480456244, -2.10, -12.07, 3.30, Left
1761480456290, -2.21, -12.16, 3.33, Left
1761480456337, -2.29, -12.15, 3.30, Left
1761480456383, -2.40, -12.29, 3.29, Left
1761480456431, -2.42, -12.20, 3.28, Left
1761480456478, -2.38, -12.07, 3.28, Left
1761480456524, -2.42, -12.08, 3.27, Left
1761480456569, -2.41, -12.09, 3.27, Left
1761480456618, -2.52, -12.20, 3.25, Left
1761480456664, -2.44, -12.12, 3.26, Left
1761480456714, -2.39, -12.10, 3.22, Left
1761480456758, -2.22, -11.77, 3.16, Left
1761480456805, -2.17, -11.88, 3.18, Left
1761480456851, -2.12, -11.76, 3.15, Left
1761480456900, -2.21, -11.88, 3.16, Left
1761480456947, -2.24, -12.13, 3.18, Left
1761480456991, -2.20, -12.19, 3.20, Left
1761480457037, -2.27, -12.32, 3.21, Left
1761480457083, -2.27, -12.34, 3.24, Left
1761480457131, -2.27, -12.37, 3.22, Left
1761480457178, -2.37, -12.27, 3.19, Left
1761480457223, -2.52, -12.54, 3.21, Left
1761480457268, -2.66, -12.63, 3.20, Left
1761480457317, -2.69, -12.72, 3.24, Left
1761480457364, -2.77, -12.98, 3.23, Left
1761480457414, -2.90, -13.12, 3.23, Left
1761480457458, -2.99, -13.29, 3.20, Left
1761480457508, -3.01, -13.33, 3.21, Left
1761480457552, -3.02, -13.49, 3.26, Left
1761480457600, -3.10, -13.67, 3.27, Left
1761480457647, -2.94, -13.60, 3.31, Left
1761480457693, -2.83, -13.55, 3.32, Left
1761480457740, -2.65, -13.20, 3.32, Left
1761480457786, -2.58, -13.05, 3.31, Left
1761480457833, -2.43, -12.55, 3.25, Left
1761480457881, -2.18, -12.00, 3.20, Left
1761480457928, -2.02, -11.53, 3.19, Left
1761480457972, -1.92, -11.11, 3.11, Left
1761480458021, -1.77, -10.58, 2.99, Left
1761480458067, -1.67, -10.22, 2.92, Left
1761480458115, -1.67, -10.06, 2.84, Left
1761480458160, -1.66, -9.91, 2.81, Forward
1761480458208, -1.68, -9.98, 2.78, Forward
1761480458253, -1.71, -9.75, 2.68, Forward
1761480458300, -1.76, -9.87, 2.72, Forward
1761480458348, -1.91, -10.01, 2.72, Left
1761480458394, -1.99, -10.06, 2.72, Left
1761480458441, -2.10, -10.11, 2.70, Left
1761480458487, -2.24, -10.33, 2.74, Left
1761480458534, -2.40, -10.51, 2.78, Left
1761480458579, -2.54, -10.84, 2.86, Left
1761480458628, -2.63, -10.90, 2.88, Left
1761480458674, -2.75, -11.15, 2.94, Left
1761480458719, -2.84, -11.39, 3.01, Left
1761480458766, -2.90, -11.59, 3.03, Left
1761480458814, -2.90, -11.67, 3.06, Left
1761480458862, -2.93, -11.77, 3.08, Left
1761480458913, -2.91, -11.70, 3.09, Left
1761480458969, -2.85, -11.60, 3.10, Left
1761480459018, -2.81, -11.59, 3.10, Left
1761480459065, -2.75, -11.46, 3.10, Left
1761480459113, -2.80, -11.57, 3.13, Left
1761480459158, -2.79, -11.45, 3.08, Left
1761480459206, -2.82, -11.33, 3.06, Left
1761480459253, -2.75, -11.04, 3.03, Left
1761480459301, -2.78, -10.95, 2.99, Left
1761480459348, -2.77, -10.85, 2.97, Left
1761480459397, -2.83, -11.01, 2.97, Left
1761480459442, -2.89, -11.12, 2.97, Left
1761480459488, -2.99, -11.26, 2.96, Left
1761480459535, -3.03, -11.27, 2.94, Left
1761480459582, -3.01, -11.25, 2.91, Left
1761480459628, -3.02, -11.21, 2.90, Left
1761480459673, -3.05, -11.46, 2.93, Left
1761480459722, -3.16, -11.76, 2.95, Left
1761480459769, -3.23, -11.99, 2.98, Left
1761480459816, -3.26, -12.20, 3.01, Left
1761480459865, -3.34, -12.42, 3.03, Left
1761480459909, -3.34, -12.32, 3.02, Left
1761480459955, -3.30, -12.21, 3.02, Left
1761480460001, -3.26, -11.89, 2.97, Left
1761480460048, -3.26, -11.59, 2.94, Left
1761480460094, -3.25, -11.38, 2.92, Left
1761480460144, -3.22, -11.27, 2.92, Left
1761480460187, -3.14, -11.07, 2.91, Left
1761480460234, -3.06, -10.89, 2.87, Left
1761480460281, -3.02, -10.71, 2.82, Left
1761480460328, -2.94, -10.53, 2.79, Left
1761480460375, -2.93, -10.61, 2.79, Left
1761480460421, -2.89, -10.58, 2.76, Left
1761480460467, -2.92, -10.87, 2.80, Left
1761480460515, -2.91, -11.08, 2.80, Left
1761480460561, -2.91, -11.27, 2.80, Left
1761480460607, -2.88, -11.20, 2.79, Left
1761480460651, -2.93, -11.32, 2.79, Left
1761480460701, -3.00, -11.42, 2.82, Left
1761480460750, -3.07, -11.52, 2.86, Left
1761480460798, -3.01, -11.34, 2.84, Left
1761480460845, -2.95, -11.28, 2.83, Left
1761480460890, -2.90, -11.22, 2.82, Left
1761480460937, -2.84, -11.02, 2.79, Left
1761480460984, -2.82, -10.77, 2.77, Left
1761480461029, -2.81, -10.68, 2.75, Left
1761480461079, -2.70, -10.39, 2.69, Left
1761480461122, -2.58, -10.13, 2.65, Left
1761480461168, -2.47, -9.85, 2.61, Forward
1761480461217, -2.41, -9.92, 2.64, Forward
1761480461262, -2.54, -10.34, 2.72, Left
1761480461314, -2.63, -10.44, 2.73, Left
1761480461370, -2.70, -10.40, 2.73, Left
1761480461419, -2.78, -10.47, 2.74, Left
1761480461464, -2.79, -10.75, 2.79, Left
1761480461512, -2.78, -10.76, 2.82, Left
1761480461557, -2.87, -11.11, 2.90, Left
1761480461604, -2.90, -11.33, 2.94, Left
1761480461650, -2.90, -11.34, 2.95, Left
1761480461698, -2.89, -11.23, 2.92, Left
1761480461747, -2.81, -10.86, 2.88, Left
1761480461792, -2.76, -10.74, 2.89, Left
1761480461841, -2.75, -10.60, 2.89, Left
1761480461885, -2.72, -10.52, 2.90, Left
1761480461931, -2.77, -10.53, 2.90, Left
1761480461978, -2.75, -10.47, 2.92, Left
1761480462024, -2.79, -10.48, 2.93, Left
1761480462075, -2.80, -10.28, 2.91, Left
1761480462132, -2.81, -10.29, 2.94, Left
1761480462179, -2.82, -10.29, 2.96, Left
1761480462224, -2.85, -10.49, 3.00, Left
1761480462269, -2.86, -10.49, 3.00, Left
1761480462316, -2.88, -10.86, 3.06, Left
1761480462363, -2.86, -10.97, 3.09, Left
1761480462407, -2.86, -11.05, 3.13, Left
1761480462454, -2.90, -11.19, 3.15, Left
1761480462501, -2.85, -11.06, 3.13, Left
1761480462549, -2.85, -11.24, 3.17, Left
1761480462596, -2.88, -11.43, 3.20, Left
1761480462641, -2.88, -11.53, 3.21, Left
1761480462687, -2.84, -11.62, 3.23, Left
1761480462734, -2.93, -11.92, 3.27, Left
1761480462781, -2.95, -11.90, 3.25, Left
1761480462827, -3.00, -12.22, 3.32, Left
1761480462876, -3.03, -12.35, 3.30, Left
1761480462922, -3.10, -12.56, 3.32, Left
1761480462969, -3.19, -12.87, 3.36, Left
1761480463018, -3.23, -12.89, 3.34, Left
1761480463064, -3.31, -13.11, 3.36, Left
1761480463111, -3.28, -12.96, 3.33, Left
1761480463159, -3.25, -12.81, 3.31, Left
1761480463202, -3.25, -12.81, 3.31, Left
1761480463250, -3.24, -12.74, 3.30, Left
1761480463296, -3.29, -12.64, 3.27, Left
1761480463343, -3.31, -12.52, 3.29, Left
1761480463388, -3.27, -12.33, 3.26, Left
1761480463437, -3.19, -12.12, 3.22, Left
1761480463484, -3.12, -12.08, 3.23, Left
1761480463531, -3.11, -12.02, 3.23, Left
1761480463577, -3.14, -12.16, 3.26, Left
1761480463624, -3.17, -12.30, 3.29, Left
1761480463672, -3.09, -12.20, 3.29, Left
1761480463718, -3.08, -12.09, 3.27, Left
1761480463766, -3.01, -12.07, 3.28, Left
1761480463816, -2.99, -12.09, 3.26, Left
1761480463861, -2.92, -12.06, 3.28, Left
1761480463906, -2.96, -12.09, 3.29, Left
1761480463954, -2.96, -12.09, 3.29, Left
1761480464001, -2.96, -12.08, 3.28, Left
1761480464050, -3.00, -12.12, 3.28, Left
1761480464097, -3.08, -12.29, 3.26, Left
1761480464142, -3.11, -12.19, 3.18, Left
1761480464188, -3.10, -12.27, 3.15, Left
1761480464238, -3.14, -12.17, 3.09, Left
1761480464283, -3.08, -11.86, 3.03, Left
1761480464332, -3.14, -11.96, 2.99, Left
1761480464378, -3.15, -11.96, 2.99, Left
1761480464425, -3.24, -12.03, 2.98, Left
1761480464471, -3.22, -11.94, 2.96, Left
1761480464518, -3.23, -11.85, 2.92, Left
1761480464565, -3.23, -11.74, 2.92, Left
1761480464613, -3.28, -11.89, 2.97, Left
1761480464658, -3.29, -11.89, 3.00, Left
1761480464704, -3.29, -11.97, 3.01, Left
1761480464751, -3.24, -11.79, 2.96, Left
1761480464798, -3.19, -11.55, 2.92, Left
1761480464846, -3.09, -11.32, 2.84, Left
1761480464890, -3.06, -11.34, 2.82, Left
1761480464937, -3.00, -11.19, 2.78, Left
1761480464984, -2.98, -10.96, 2.72, Left
1761480465032, -2.90, -10.30, 2.61, Left
1761480465077, -2.85, -9.71, 2.52, Forward
1761480465122, -2.84, -9.24, 2.46, Forward
1761480465169, -2.86, -9.01, 2.42, Forward
1761480465216, -2.92, -9.14, 2.47, Forward
1761480465263, -2.95, -8.96, 2.44, Forward
1761480465308, -3.07, -9.03, 2.46, Forward
1761480465355, -3.07, -8.76, 2.43, Forward
1761480465402, -3.12, -8.49, 2.39, Forward
1761480465448, -3.11, -8.64, 2.40, Forward
1761480465495, -3.13, -8.75, 2.38, Forward
1761480465541, -3.11, -8.78, 2.35, Forward
1761480465588, -3.13, -9.12, 2.35, Forward
