Head Tracking Session: phase1_cycle1_1761476057088
Start Time: 2025-10-26T06:54:17.092737
==================================================
Timestamp (ms), Pitch, Yaw, Roll, Direction
1761476061694, 0.00, 0.00, 0.00, Forward
1761476061745, -0.94, -1.26, 0.93, Forward
1761476061800, -1.19, -2.04, 1.20, Forward
1761476061850, -1.06, -1.94, 1.05, Forward
1761476061899, -0.70, -1.54, 0.86, Forward
1761476061959, -0.84, -1.58, 0.80, Forward
1761476062009, -0.98, -1.78, 0.76, Forward
1761476062059, -1.22, -1.93, 0.74, Forward
1761476062106, -1.76, -2.65, 0.82, Forward
1761476062159, -2.34, -3.21, 0.89, Forward
1761476062232, -2.37, -3.78, 1.03, Forward
1761476062280, -2.27, -4.15, 0.95, Forward
1761476062331, -2.22, -4.38, 0.88, Forward
1761476062390, -3.02, -6.54, 1.07, Forward
1761476062441, -4.00, -8.44, 1.15, Forward
1761476063559, -3.74, -9.46, 0.83, Forward
1761476063611, -3.85, -10.27, 0.56, Left
1761476063675, -3.88, -11.23, 0.32, Left
1761476063726, -3.63, -11.44, -0.14, Left
1761476063790, -3.48, -12.05, -0.45, Left
1761476063847, -4.22, -12.99, -0.85, Left
1761476063958, -4.88, -14.02, -1.22, Left
1761476064005, -5.65, -15.14, -1.59, Left
1761476064076, -5.72, -14.75, -2.01, Left
1761476064127, -5.37, -13.63, -2.72, Left
1761476064175, -6.35, -13.62, -2.89, Left
1761476064232, -6.63, -13.17, -3.31, Left
1761476064288, -6.93, -12.79, -3.71, Left
1761476064339, -7.20, -12.57, -3.98, Left
1761476064391, -7.44, -12.18, -4.19, Left
1761476064445, -7.60, -12.02, -4.13, Left
1761476064504, -8.21, -11.85, -4.17, Left
1761476064629, -8.55, -12.76, -4.14, Left
1761476064678, -8.75, -13.29, -4.12, Left
1761476064736, -9.40, -14.93, -3.63, Left
1761476064789, -11.33, -15.96, -3.72, Left
1761476067194, -11.91, -17.35, -2.99, Left
1761476067293, -12.51, -18.13, -2.58, Left
1761476067345, -12.85, -18.80, -2.25, Left
1761476067393, -12.98, -19.09, -2.18, Left
1761476067445, -13.03, -19.35, -2.68, Left
1761476067497, -13.23, -19.29, -3.19, Left
1761476067557, -12.88, -17.14, -4.02, Left
1761476067607, -12.72, -15.00, -4.96, Left
1761476067652, -12.47, -13.15, -5.90, Left
1761476067702, -10.78, -12.33, -6.45, Left
1761476067750, -10.80, -11.35, -7.75, Left
1761476067830, -10.95, -10.25, -9.02, Left
1761476067878, -11.34, -9.25, -10.20, Down
1761476067928, -11.71, -8.49, -11.34, Down
1761476067979, -12.36, -7.54, -11.92, Down
1761476068037, -12.40, -6.76, -12.38, Down
1761476068095, -12.64, -6.57, -12.65, Down
1761476068143, -12.98, -6.73, -12.79, Down
1761476068196, -13.24, -7.03, -12.86, Down
1761476068249, -13.22, -5.63, -13.12, Down
1761476068298, -13.02, -5.23, -13.04, Down
1761476068372, -13.01, -5.32, -12.60, Down
1761476068428, -12.88, -5.71, -12.01, Down
1761476068537, -12.71, -6.05, -11.41, Down
1761476068604, -12.10, -6.32, -10.94, Down
1761476068662, -12.00, -6.80, -10.52, Down
1761476068726, -12.36, -7.60, -10.06, Down
1761476068783, -12.42, -8.21, -9.67, Down
1761476068889, -12.44, -8.68, -9.32, Down
1761476068937, -12.62, -9.58, -8.91, Down
1761476068982, -12.81, -9.78, -8.73, Down
1761476069030, -12.93, -10.21, -8.53, Left
1761476069077, -12.96, -10.52, -8.42, Left
1761476069170, -13.26, -10.41, -8.48, Left
1761476069217, -13.61, -10.52, -8.49, Left
1761476069266, -13.47, -10.49, -8.49, Left
1761476069312, -13.36, -10.50, -8.38, Left
1761476069358, -13.35, -10.54, -8.26, Left
1761476069420, -13.66, -10.71, -8.03, Left
1761476069467, -13.81, -11.28, -7.63, Left
1761476069515, -14.06, -11.91, -7.21, Left
1761476069561, -14.16, -12.41, -6.94, Left
1761476069611, -14.52, -12.93, -6.70, Left
1761476069687, -14.51, -13.20, -6.39, Left
1761476069736, -14.54, -13.01, -6.22, Left
1761476069781, -14.63, -12.91, -6.00, Left
1761476069830, -15.23, -13.57, -5.31, Left
1761476069887, -15.55, -14.17, -4.68, Left
1761476069970, -16.25, -14.42, -4.54, Left
1761476070021, -17.21, -14.84, -4.37, Left
1761476070082, -17.98, -15.11, -4.16, Left
1761476070140, -18.91, -15.57, -3.91, Left
1761476070186, -20.06, -15.95, -3.75, Left
1761476070235, -21.37, -16.92, -3.42, Left
1761476070360, -23.35, -17.33, -3.39, Left
1761476070408, -25.06, -18.16, -3.35, Left
1761476070470, -26.45, -18.16, -3.83, Left
1761476070516, -27.81, -18.41, -4.15, Left
1761476070565, -28.92, -18.62, -4.11, Left
1761476070628, -29.92, -18.50, -4.40, Left
1761476070688, -31.13, -18.57, -4.62, Left
1761476070736, -32.00, -18.42, -4.88, Left
1761476070785, -32.57, -18.13, -5.23, Left
1761476070846, -33.31, -18.03, -5.53, Left
1761476070893, -33.57, -18.31, -5.60, Left
1761476071017, -33.69, -18.43, -5.68, Left
1761476071063, -33.67, -18.75, -5.74, Left
1761476071110, -34.06, -18.73, -6.01, Left
1761476071161, -34.05, -18.74, -6.26, Left
1761476071221, -33.93, -18.66, -6.31, Left
1761476071286, -33.91, -18.67, -6.43, Left
1761476071349, -34.17, -18.45, -6.55, Left
1761476071412, -34.46, -18.32, -6.48, Left
1761476071471, -34.39, -18.11, -6.67, Left
1761476071518, -34.32, -18.32, -6.79, Left
1761476071567, -34.40, -18.16, -6.85, Left
1761476071690, -34.14, -18.12, -6.96, Left
1761476071740, -33.64, -18.21, -6.90, Left
1761476071803, -33.61, -18.21, -6.94, Left
1761476071851, -33.36, -18.57, -6.74, Left
1761476071910, -33.38, -18.69, -6.67, Left
1761476071957, -33.19, -18.47, -7.06, Left
1761476074010, -31.94, -17.66, -7.23, Left
1761476074124, -30.53, -16.77, -7.26, Left
1761476074178, -29.16, -15.54, -7.17, Left
1761476074238, -27.86, -14.57, -7.22, Left
1761476074284, -26.89, -13.08, -7.25, Left
1761476074334, -26.06, -11.64, -7.43, Left
1761476074393, -24.91, -10.94, -7.41, Left
1761476074487, -23.99, -10.52, -7.30, Left
1761476074533, -22.77, -10.23, -7.08, Left
1761476074581, -21.45, -10.47, -6.41, Left
1761476074626, -20.79, -11.35, -6.05, Left
1761476074674, -20.41, -12.19, -5.69, Left
1761476074768, -19.90, -13.61, -5.29, Left
1761476074815, -19.61, -14.59, -4.94, Left
1761476074861, -19.16, -15.71, -4.60, Left
1761476074908, -18.52, -17.04, -4.14, Left
1761476074969, -17.96, -17.75, -3.83, Left
1761476075014, -17.60, -18.38, -3.59, Left
1761476075156, -17.05, -18.65, -3.45, Left
1761476075207, -16.52, -18.89, -3.31, Left
1761476075265, -16.47, -19.04, -3.19, Left
1761476075314, -16.58, -19.40, -3.06, Left
1761476075380, -16.69, -19.57, -3.03, Left
1761476075438, -16.46, -19.77, -2.82, Left
1761476075560, -16.10, -20.13, -2.59, Left
1761476075609, -16.16, -20.32, -2.44, Left
1761476075656, -15.97, -20.55, -2.30, Left
1761476075720, -15.68, -20.22, -2.37, Left
1761476075783, -15.52, -20.33, -2.38, Left
1761476075829, -15.03, -20.01, -2.45, Left
1761476075970, -14.72, -20.22, -2.28, Left
1761476076015, -14.41, -20.34, -2.11, Left
1761476076081, -13.84, -20.22, -1.95, Left
1761476076141, -13.44, -20.14, -1.90, Left
1761476076203, -13.22, -19.96, -1.91, Left
1761476076264, -13.03, -20.15, -1.88, Left
1761476076359, -12.71, -20.46, -1.76, Left
1761476076419, -12.23, -20.92, -1.64, Left
1761476076480, -11.77, -21.36, -1.55, Left
1761476076531, -12.02, -22.33, -1.32, Left
1761476076595, -11.93, -22.82, -1.26, Left
